shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S31814,3.36661667,-76.52819417,24,20778
S3214,3.48945833,-76.50890639,0,0
S3214,3.48929333,-76.50621333,1,787
S3214,3.48723333,-76.50119,2,1398
S3214,3.48759194,-76.49866889,3,1751
S3214,3.49005833,-76.49756083,4,1993
S3214,3.49142389,-76.49666389,5,2270
S3214,3.494215,-76.49484333,6,2545
S3214,3.49663333,-76.493495,7,2851
S3214,3.49815722,-76.49262333,8,3050
S3214,3.49886333,-76.49230333,9,3410
S3212,3.49886333,-76.49230333,0,0
S3212,3.49694833,-76.49339833,1,246
S3212,3.49521667,-76.49434,2,470
S3212,3.49342639,-76.49537972,3,663
S3212,3.49109167,-76.49697833,4,985
S3212,3.48947167,-76.49807833,5,1203
S3212,3.48769056,-76.4993125,6,1420
S3212,3.48986333,-76.506795,7,2301
S3212,3.49023333,-76.508785,8,2523
S3212,3.48930028,-76.50823611,9,3270
S3224,3.48953639,-76.5081075,0,0
S3224,3.49351,-76.50841,1,2443
S3224,3.49248194,-76.5052175,2,2787
S3224,3.49322028,-76.50352889,3,3036
S3224,3.49465667,-76.50392333,4,3211
S3224,3.49550583,-76.50358278,5,3362
S3224,3.49502556,-76.5020075,6,3625
S3224,3.493865,-76.50198306,7,3772
S3224,3.49305778,-76.50103472,8,3919
S3224,3.49447333,-76.49986667,9,4122
S3224,3.49477278,-76.49971167,10,4192
S3224,3.49515,-76.50175833,11,4529
S3224,3.49598472,-76.50266972,12,4683
S3224,3.49388333,-76.50372694,13,5043
S3224,3.491935,-76.50449972,14,5344
S3224,3.49000833,-76.50638333,15,5668
S3224,3.48941528,-76.50773806,16,6674
S3222,3.49351,-76.50841,0,0
S3222,3.49248194,-76.5052175,1,344
S3222,3.49322028,-76.50352889,2,593
S3222,3.49465667,-76.50392333,3,768
S3222,3.49550583,-76.50358278,4,919
S3222,3.49502556,-76.5020075,5,1182
S3222,3.493865,-76.50198306,6,1329
S3222,3.49305778,-76.50103472,7,1476
S3222,3.49447333,-76.49986667,8,1679
S3222,3.49477278,-76.49971167,9,1749
S3222,3.49515,-76.50175833,10,2086
S3222,3.49598472,-76.50266972,11,2240
S3222,3.49388333,-76.50372694,12,2600
S3222,3.491935,-76.50449972,13,2901
S3222,3.49000833,-76.50638333,14,3225
S3222,3.48941528,-76.50773806,15,4231
S3232,3.48956889,-76.50827528,0,0
S3232,3.48625944,-76.50532972,1,1278
S3232,3.4855475,-76.50712333,2,1567
S3232,3.48468722,-76.50815639,3,1744
S3232,3.48405167,-76.50901556,4,1891
S3232,3.48423167,-76.51008,5,2053
S3232,3.48592222,-76.50964444,6,2357
S3232,3.48668472,-76.50883889,7,2501
S3232,3.48745167,-76.5093225,8,2629
S3232,3.4890125,-76.51040083,9,2891
S3232,3.48947833,-76.50791222,10,3317
S3242,3.48892389,-76.53206,0,0
S3242,3.48751778,-76.53019667,1,278
S3242,3.487265,-76.52914028,2,425
S3242,3.485445,-76.52933917,3,658
S3242,3.48425861,-76.52824417,4,852
S3242,3.48431222,-76.52531306,5,1177
S3242,3.48359528,-76.52268722,6,1481
S3242,3.48247528,-76.52153722,7,1713
S3242,3.47969167,-76.52018806,8,2187
S3242,3.47854583,-76.51822833,9,2439
S3242,3.47466694,-76.52011722,10,3051
S3243,3.47466694,-76.52011722,0,0
S3243,3.47598167,-76.52256806,1,310
S3243,3.47859639,-76.52254278,2,681
S3243,3.48172639,-76.52143583,3,1050
S3243,3.48326667,-76.52168083,4,1307
S3243,3.48420111,-76.52425528,5,1611
S3243,3.48437222,-76.52645889,6,1857
S3243,3.48437583,-76.52808222,7,2037
S3243,3.486085,-76.52959167,8,2309
S3243,3.48735667,-76.52907806,9,2473
S3243,3.48765306,-76.5304775,10,2651
S3243,3.48912722,-76.53213444,11,2915
S3243,3.48892389,-76.53206,12,2964
S3312,3.49466056,-76.48544194,0,0
S3312,3.49389472,-76.487675,1,321
S3312,3.49359,-76.4895575,2,542
S3312,3.49522611,-76.48837639,3,835
S3312,3.49674444,-76.48786417,4,1158
S3312,3.49704778,-76.48962722,5,1401
S3312,3.49480722,-76.49079194,6,1681
S3312,3.49199806,-76.49220556,7,2030
S3312,3.48985667,-76.493655,8,2318
S3312,3.48966417,-76.49579778,9,2626
S3312,3.48947167,-76.49807833,10,2954
S3312,3.48769056,-76.4993125,11,3171
S3312,3.48626,-76.49718667,12,3782
S3312,3.48173194,-76.49820972,13,4432
S3315,3.49466056,-76.48544194,0,0
S3315,3.49389472,-76.487675,1,321
S3315,3.49359,-76.4895575,2,542
S3315,3.49522611,-76.48837639,3,835
S3315,3.49674444,-76.48786417,4,1158
S3313,3.48173194,-76.49820972,0,0
S3313,3.482945,-76.50136611,1,422
S3313,3.48431472,-76.50153583,2,612
S3313,3.48623056,-76.50090667,3,841
S3313,3.48759194,-76.49866889,4,1297
S3313,3.49005833,-76.49756083,5,1539
S3313,3.48970167,-76.49588,6,1768
S3313,3.48961833,-76.493785,7,2056
S3313,3.491805,-76.492265,8,2353
S3313,3.49455833,-76.49089333,9,2697
S3313,3.49700167,-76.4896,10,3015
S3313,3.49650972,-76.48748,11,3301
S3313,3.49466056,-76.48544194,12,3613
S3322,3.47882167,-76.5011275,0,0
S3322,3.47985806,-76.49731583,1,533
S3322,3.47851611,-76.49575,2,762
S3322,3.47728722,-76.49462417,3,949
S3322,3.47649111,-76.49343806,4,1244
S3322,3.47911139,-76.49284972,5,1516
S3322,3.47944861,-76.49141944,6,1787
S3322,3.47897833,-76.48910167,7,2105
S3322,3.47690778,-76.48846278,8,2338
S3322,3.47590278,-76.489695,9,2567
S3322,3.47503806,-76.49239917,10,2831
S3322,3.47433833,-76.49490333,11,3168
S3322,3.47370333,-76.49689833,12,3393
S3322,3.47347722,-76.49962833,13,3770
S3322,3.47565806,-76.5002175,14,4021
S3322,3.47882167,-76.5011275,15,4436
S3332,3.49886333,-76.49230333,0,0
S3332,3.49694833,-76.49339833,1,246
S3332,3.49521667,-76.49434,2,470
S3332,3.49342639,-76.49537972,3,663
S3332,3.49109167,-76.49697833,4,985
S3332,3.48947167,-76.49807833,5,1203
S3332,3.48769056,-76.4993125,6,1420
S3332,3.48626,-76.49718667,7,2031
S3332,3.48487333,-76.49619333,8,2306
S3332,3.48178639,-76.49809556,9,2755
S3333,3.48178639,-76.49809556,0,0
S3333,3.48431472,-76.50153583,1,636
S3333,3.48623056,-76.50090667,2,865
S3333,3.48759194,-76.49866889,3,1321
S3333,3.49005833,-76.49756083,4,1563
S3333,3.49142389,-76.49666389,5,1840
S3333,3.494215,-76.49484333,6,2115
S3333,3.49663333,-76.493495,7,2421
S3333,3.49815722,-76.49262333,8,2620
S3333,3.49886333,-76.49230333,9,2980
S3342,3.48145,-76.49804833,0,0
S3342,3.48934556,-76.49326722,1,987
S3342,3.489365,-76.49106667,2,1352
S3342,3.48784944,-76.49028278,3,1541
S3342,3.48602333,-76.48925806,4,1773
S3342,3.48379333,-76.48828333,5,2064
S3342,3.48438167,-76.49050167,6,2407
S3342,3.48625,-76.49496,7,2928
S3342,3.48694833,-76.49735333,8,3210
S3342,3.48527861,-76.50133861,9,3847
S3342,3.48221167,-76.50041333,10,4293
S3342,3.48145,-76.49804833,11,4650
S3362,3.48145,-76.49804833,0,0
S3362,3.48375,-76.49632,1,375
S3362,3.48194389,-76.49411028,2,701
S3362,3.48071361,-76.49278833,3,901
S3362,3.47944861,-76.49141944,4,1108
S3362,3.47690778,-76.48846278,5,1582
S3362,3.4746675,-76.48775333,6,1843
S3362,3.47255917,-76.48753722,7,2119
S3363,3.47255917,-76.48753722,0,0
S3363,3.472095,-76.48938667,1,214
S3363,3.47155,-76.491085,2,428
S3363,3.47265083,-76.49266444,3,722
S3363,3.47566583,-76.49358,4,1072
S3363,3.47649111,-76.49343806,5,1192
S3363,3.47911139,-76.49284972,6,1464
S3363,3.48084167,-76.49282806,7,1693
S3363,3.48029528,-76.49470472,8,1934
S3363,3.47962694,-76.49679361,9,2207
S3363,3.48145,-76.49804833,10,2507
S3474,3.44354333,-76.48295167,0,0
S3474,3.44084333,-76.47981167,1,555
S3474,3.43894667,-76.47706667,2,921
S3474,3.43762833,-76.475065,3,1182
S3474,3.43584667,-76.473505,4,1444
S3474,3.43406333,-76.47231667,5,1679
S3474,3.43128,-76.46929167,6,2133
S3474,3.42938833,-76.467175,7,2450
S3474,3.42798,-76.46609,8,2648
S3474,3.425725,-76.46538333,9,2922
S3474,3.42150167,-76.46678167,10,3426
S3474,3.41934333,-76.4678,11,3684
S3474,3.41784833,-76.468655,12,3883
S3474,3.41474667,-76.47044333,13,4268
S3474,3.41153333,-76.47231,14,4679
S3474,3.40877167,-76.47386,15,5028
S3474,3.406745,-76.47501833,16,5284
S3474,3.4060375,-76.47529417,17,5489
S3472,3.4060375,-76.47529417,0,0
S3472,3.40686333,-76.47482333,1,102
S3472,3.4088,-76.47373833,2,346
S3472,3.41253333,-76.47155167,3,823
S3472,3.41453028,-76.47041972,4,1097
S3472,3.41762167,-76.46867333,5,1489
S3472,3.41933333,-76.46765333,6,1709
S3472,3.422345,-76.46605,7,2085
S3472,3.42524,-76.46526833,8,2409
S3472,3.42798333,-76.465895,9,2735
S3472,3.42982667,-76.46729167,10,2991
S3472,3.43184667,-76.46990667,11,3358
S3472,3.43356,-76.47154167,12,3623
S3472,3.43636667,-76.47376167,13,4013
S3472,3.43782861,-76.47505694,14,4221
S3472,3.43913,-76.47711667,15,4495
S3472,3.44060333,-76.47908833,16,4766
S3472,3.44354333,-76.48295167,17,5576
S3522,3.41856667,-76.48694639,0,0
S3522,3.4205775,-76.4898325,1,549
S3522,3.41719806,-76.48680833,2,1097
S3522,3.41533861,-76.48863167,3,1388
S3522,3.41191278,-76.49157861,4,2109
S3522,3.41081139,-76.48940194,5,2443
S3522,3.41204778,-76.48731528,6,2713
S3522,3.41110194,-76.48604972,7,2962
S3522,3.41253028,-76.48633861,8,3178
S3522,3.41321111,-76.48472139,9,3394
S3522,3.41598028,-76.48439694,10,3809
S3522,3.41856667,-76.48694639,11,4248
S3534,3.44382639,-76.48357861,0,0
S3534,3.44085833,-76.484395,1,905
S3534,3.43787139,-76.48430444,2,1231
S3534,3.43281917,-76.48473083,3,1808
S3534,3.43106139,-76.48567083,4,2029
S3534,3.42935667,-76.48655722,5,2242
S3534,3.42692056,-76.48782,6,2547
S3534,3.42405056,-76.48890083,7,2900
S3534,3.42249833,-76.48962306,8,3106
S3534,3.42141333,-76.49038333,9,3253
S3532,3.42141333,-76.49038333,0,0
S3532,3.41918028,-76.49199861,1,306
S3532,3.41753028,-76.49313667,2,528
S3532,3.41772056,-76.49428111,3,829
S3532,3.41912306,-76.49389278,4,1057
S3532,3.42070389,-76.49229528,5,1306
S3532,3.422295,-76.49067278,6,1558
S3532,3.42310083,-76.48978167,7,1691
S3532,3.42474,-76.48872222,8,1908
S3532,3.42662861,-76.48773194,9,2145
S3532,3.4292825,-76.48637,10,2476
S3532,3.43083139,-76.48556222,11,2670
S3532,3.43302556,-76.48452917,12,2939
S3532,3.43616444,-76.48373528,13,3325
S3532,3.43907028,-76.48377111,14,3644
S3532,3.44401861,-76.48342778,15,4458
S3562,3.4060375,-76.47529417,0,0
S3562,3.40686333,-76.47482333,1,102
S3562,3.4088,-76.47373833,2,346
S3562,3.41253333,-76.47155167,3,823
S3562,3.41459028,-76.47260806,4,1198
S3562,3.41540083,-76.47417528,5,1393
S3562,3.41637778,-76.47594889,6,1617
S3562,3.41753056,-76.47788167,7,1867
S3562,3.41874028,-76.47932,8,2076
S3562,3.42041889,-76.48107861,9,2346
S3562,3.42230667,-76.48285,10,2631
S3562,3.42468333,-76.48498667,11,3017
S3562,3.42616611,-76.48442778,12,3193
S3562,3.42679972,-76.48467611,13,3961
S3562,3.42337333,-76.48610861,14,4294
S3562,3.420075,-76.48648528,15,4663
S3562,3.41856667,-76.48694639,16,4879
S3563,3.41856667,-76.48694639,0,0
S3563,3.41869944,-76.48616278,1,1097
S3563,3.42315917,-76.48413889,2,1890
S3563,3.42116944,-76.48205722,3,2198
S3563,3.41987389,-76.48067972,4,2527
S3563,3.41873611,-76.47948583,5,2710
S3563,3.41751611,-76.47822861,6,2904
S3563,3.41628111,-76.47601194,7,3185
S3563,3.41546,-76.47460972,8,3365
S3563,3.41470194,-76.47329,9,3534
S3563,3.41153333,-76.47231,10,4048
S3563,3.40877167,-76.47386,11,4397
S3563,3.406745,-76.47501833,12,4653
S3563,3.4060375,-76.47529417,13,4858
S3702,3.43363528,-76.54202694,0,0
S3702,3.43182139,-76.54332472,1,248
S3702,3.42958944,-76.54450944,2,528
S3702,3.426915,-76.54584333,3,860
S3702,3.42396083,-76.54699556,4,1212
S3703,3.42396083,-76.54699556,0,0
S3703,3.42261472,-76.54872583,1,328
S3703,3.42341222,-76.55123389,2,620
S3703,3.42430556,-76.55256028,3,850
S3703,3.42738306,-76.55109167,4,1237
S3703,3.43087222,-76.55130472,5,1674
S3703,3.43416222,-76.54960722,6,2106
S3703,3.44218083,-76.54881389,7,3050
S3703,3.44306194,-76.54849889,8,3755
S3703,3.44025833,-76.5474325,9,4093
S3703,3.43822056,-76.54590972,10,4387
S3703,3.43665528,-76.5449925,11,4590
S3703,3.43543944,-76.54366444,12,4791
S3703,3.43363528,-76.54202694,13,5095
S3703,3.43182139,-76.54332472,14,5343
S3703,3.42958944,-76.54450944,15,5623
S3703,3.426915,-76.54584333,16,5955
S3703,3.42396083,-76.54699556,17,6307
S3712,3.39256333,-76.5573,0,0
S3712,3.39058167,-76.55796861,1,262
S3712,3.38911667,-76.55854833,2,488
S3712,3.38760667,-76.55878889,3,677
S3712,3.38916667,-76.557375,4,987
S3712,3.390445,-76.55721667,5,1130
S3712,3.3922,-76.55719833,6,1327
S3712,3.39466833,-76.55692667,7,1757
S3712,3.40019972,-76.55677,8,2398
S3712,3.40536639,-76.55581583,9,2978
S3712,3.407385,-76.55563167,10,3201
S3712,3.40879028,-76.55565333,11,3357
S3712,3.4111425,-76.55563694,12,3489
S3712,3.41279472,-76.55557306,13,3672
S3712,3.41501833,-76.55492917,14,3930
S3712,3.41531,-76.55269611,15,4226
S3712,3.41454278,-76.54957278,16,4776
S3713,3.41454278,-76.54957278,0,0
S3713,3.4154775,-76.55280444,1,565
S3713,3.415155,-76.55512333,2,986
S3713,3.41351444,-76.55563472,3,1214
S3713,3.41138389,-76.55575472,4,1446
S3713,3.40892278,-76.55575972,5,1761
S3713,3.40755,-76.55581,6,1924
S3713,3.40060639,-76.55690056,7,2711
S3713,3.39495,-76.55712056,8,3342
S3713,3.39256333,-76.5573,9,3657
S37110,3.39256333,-76.5573,0,0
S37110,3.39058167,-76.55796861,1,262
S37110,3.38911667,-76.55854833,2,488
S37110,3.38760667,-76.55878889,3,677
S37110,3.38916667,-76.557375,4,987
S37110,3.390445,-76.55721667,5,1130
S37110,3.3922,-76.55719833,6,1327
S3732,3.39290028,-76.54596833,0,0
S3732,3.39238333,-76.54924389,1,564
S3732,3.39470944,-76.54952444,2,824
S3732,3.39661,-76.54979611,3,1107
S3732,3.39934083,-76.54979861,4,1432
S3732,3.40124833,-76.54974,5,1628
S3732,3.40464556,-76.54975194,6,1931
S3732,3.40692056,-76.54969056,7,2292
S3732,3.41054167,-76.55062083,8,2756
S3732,3.41298,-76.55345333,9,3271
S3732,3.41531,-76.55269611,10,3602
S3732,3.41486056,-76.54900667,11,4130
S3733,3.41486056,-76.54900667,0,0
S3733,3.40847306,-76.55077139,1,1523
S3733,3.40723556,-76.55162,2,1741
S3733,3.403475,-76.55203833,3,2136
S3733,3.40082167,-76.55233139,4,2434
S3733,3.39835417,-76.55238472,5,2700
S3733,3.396805,-76.55324611,6,2993
S3733,3.39529639,-76.55349333,7,3202
S3733,3.39275583,-76.55382306,8,3535
S3733,3.38988639,-76.55383722,9,3854
S3733,3.38690778,-76.55381139,10,4185
S3733,3.38726056,-76.55194,11,4497
S3733,3.38924056,-76.55136361,12,4743
S3733,3.39129167,-76.55109083,13,5028
S3733,3.39149833,-76.5493675,14,5223
S3733,3.39158833,-76.5482975,15,5342
S3733,3.39252389,-76.54652083,16,5614
S3733,3.39290028,-76.54596833,17,6000
S3752,3.40765,-76.5751625,0,0
S3752,3.40862028,-76.57467611,1,182
S3752,3.40947083,-76.57281306,2,433
S3752,3.40984417,-76.5716525,3,602
S3752,3.40821139,-76.57035417,4,887
S3752,3.40854083,-76.56745778,5,1229
S3752,3.40952806,-76.56623056,6,1404
S3752,3.40920889,-76.56433139,7,1642
S3752,3.40985222,-76.56252028,8,1906
S3752,3.41179361,-76.5598025,9,2276
S3752,3.41176861,-76.55803306,10,2490
S3752,3.41089611,-76.55677417,11,2663
S3752,3.4111425,-76.55563694,12,3057
S3752,3.41279472,-76.55557306,13,3240
S3752,3.41501833,-76.55492917,14,3498
S3752,3.41531,-76.55269611,15,3794
S3752,3.41504694,-76.5489525,16,4397
S3753,3.41504694,-76.5489525,0,0
S3753,3.40911333,-76.54835667,1,1149
S3753,3.40955167,-76.55188,2,1388
S3753,3.40981528,-76.55397056,3,1629
S3753,3.41109667,-76.55679222,4,2011
S3753,3.41218806,-76.55910806,5,2298
S3753,3.41128583,-76.56062639,6,2497
S3753,3.40976917,-76.56276694,7,2788
S3753,3.40953778,-76.56481944,8,3081
S3753,3.40929611,-76.56655639,9,3306
S3753,3.40830667,-76.57060694,10,3804
S3753,3.41003556,-76.57163028,11,4074
S3753,3.40960306,-76.572685,12,4224
S3753,3.40874167,-76.5746975,13,4485
S3753,3.40765,-76.5751625,14,4617
S3762,3.41517861,-76.54891333,0,0
S3762,3.4154775,-76.55280444,1,531
S3762,3.417905,-76.55416333,2,932
S3762,3.42086167,-76.55308167,3,1282
S3762,3.42342,-76.55276833,4,1567
S3762,3.42430556,-76.55256028,5,1670
S3762,3.42618361,-76.55160278,6,1911
S3762,3.42731611,-76.54970194,7,2166
S3762,3.42855,-76.54748,8,2451
S3762,3.43116667,-76.54644167,9,2776
S3762,3.43129833,-76.54409667,10,3097
S3762,3.42958944,-76.54450944,11,3328
S3762,3.426915,-76.54584333,12,3660
S3762,3.42458917,-76.54770222,13,4062
S3762,3.42513639,-76.55083,14,4414
S3762,3.42454333,-76.55254333,15,4669
S3762,3.42300528,-76.55305611,16,4853
S3762,3.42123472,-76.55327722,17,5051
S3762,3.41780333,-76.554345,18,5521
S3762,3.41531,-76.55269611,19,6041
S3762,3.41517861,-76.54891333,20,6658
S3772,3.39456139,-76.52206472,0,0
S3772,3.39460222,-76.51877444,1,377
S3772,3.39596306,-76.51735583,2,595
S3772,3.39758333,-76.51743194,3,852
S3772,3.3987025,-76.51880056,4,1048
S3772,3.39916361,-76.52138028,5,1366
S3772,3.39736944,-76.52628944,6,2152
S3772,3.39766556,-76.52869556,7,2443
S3772,3.39799333,-76.53117833,8,2691
S3772,3.39810944,-76.53400444,9,3004
S3772,3.39813028,-76.53662333,10,3294
S3772,3.39814389,-76.53877889,11,3533
S3772,3.398205,-76.54333417,12,4038
S3772,3.39819861,-76.54561667,13,4291
S3772,3.39816833,-76.54698,14,4442
S3772,3.39819722,-76.54969778,15,4743
S3772,3.398215,-76.55183333,16,4980
S3772,3.39843083,-76.55370083,17,5192
S3772,3.39834472,-76.55384889,18,5894
S3772,3.39808111,-76.55102778,19,6211
S3772,3.39803333,-76.54591639,20,6778
S3772,3.39797944,-76.54341806,21,7055
S3772,3.39796528,-76.53942861,22,7619
S3772,3.39795528,-76.53661889,23,7930
S3772,3.39792972,-76.53418139,24,8200
S3772,3.39771222,-76.53089667,25,8565
S3772,3.39746861,-76.52886528,26,8792
S3772,3.39723056,-76.526285,27,9079
S3772,3.39563833,-76.524385,28,9366
S3772,3.39277972,-76.52437472,29,9723
S3772,3.39286694,-76.52368,30,10664
S3772,3.39456139,-76.52206472,31,11031
S3773,3.39456139,-76.52206472,0,0
S3773,3.39460222,-76.51877444,1,377
S3773,3.39596306,-76.51735583,2,595
S3773,3.39758333,-76.51743194,3,852
S3773,3.3987025,-76.51880056,4,1048
S3773,3.39916361,-76.52138028,5,1366
S3773,3.39736944,-76.52628944,6,2152
S3842,3.39112722,-76.50613972,0,0
S3842,3.39215944,-76.50480444,1,187
S3842,3.39444861,-76.50403556,2,480
S3842,3.39569833,-76.50515722,3,666
S3842,3.39713889,-76.50404833,4,896
S3842,3.39831528,-76.50182583,5,1237
S3842,3.39962722,-76.50271278,6,1470
S3842,3.40086028,-76.50380444,7,1652
S3842,3.40218222,-76.50516556,8,1862
S3842,3.40415972,-76.50697583,9,2159
S3842,3.4066675,-76.50935806,10,2543
S3842,3.40780778,-76.51043583,11,2717
S3842,3.41022167,-76.51271222,12,3085
S3842,3.41188361,-76.51428028,13,3338
S3842,3.4136675,-76.51367778,14,3621
S3842,3.4155525,-76.5117175,15,3923
S3842,3.42001083,-76.50895222,16,5039
S3842,3.41983806,-76.51201917,17,5436
S3842,3.42220056,-76.51215444,18,5848
S3842,3.4254075,-76.51188639,19,6205
S3842,3.42752861,-76.51174583,20,6441
S3842,3.42853778,-76.51422556,21,6797
S3842,3.42942111,-76.51661167,22,7146
S3842,3.43150889,-76.51638639,23,7379
S3842,3.43422222,-76.51480333,24,7736
S3843,3.43422222,-76.51480333,0,0
S3843,3.43340889,-76.51315778,1,334
S3843,3.43184639,-76.51428028,2,548
S3843,3.42989139,-76.51452417,3,767
S3843,3.42834333,-76.51425083,4,966
S3843,3.42811778,-76.51207139,5,1209
S3843,3.42658778,-76.51187889,6,1412
S3843,3.42464667,-76.511285,7,1707
S3843,3.424295,-76.508545,8,2030
S3843,3.42252472,-76.50731417,9,2410
S3843,3.42023528,-76.50848972,10,2696
S3843,3.41750639,-76.51040528,11,3286
S3843,3.41188222,-76.51449806,12,4170
S3843,3.41023139,-76.51292639,13,4423
S3843,3.40788861,-76.51069361,14,4782
S3843,3.40591917,-76.50882528,15,5083
S3843,3.40423139,-76.50726,16,5338
S3843,3.40229083,-76.50548333,17,5630
S3843,3.40082333,-76.50409583,18,5854
S3843,3.39946444,-76.50286056,19,6058
S3843,3.39747083,-76.50379306,20,6372
S3843,3.39613472,-76.50526083,21,6592
S3843,3.39428333,-76.50400556,22,6862
S3843,3.39212222,-76.50495944,23,7148
S3843,3.39078694,-76.50673389,24,7394
S3843,3.39112722,-76.50613972,25,7618
S3852,3.44382639,-76.48357861,0,0
S3852,3.44367889,-76.48438194,1,590
S3852,3.440245,-76.48530861,2,1060
S3852,3.43774278,-76.48798278,3,1561
S3852,3.43928639,-76.48885139,4,1757
S3852,3.43894889,-76.48966222,5,1894
S3852,3.43736222,-76.49167556,6,2193
S3852,3.43479889,-76.49284722,7,2521
S3852,3.43288639,-76.49189056,8,2758
S3852,3.43184917,-76.49342778,9,2982
S3852,3.43068528,-76.49567222,10,3287
S3852,3.43117778,-76.49695639,11,3478
S3852,3.43128306,-76.49806722,12,4025
S3852,3.43266722,-76.5008025,13,4365
S3852,3.43389889,-76.50325,14,4669
S3852,3.43348944,-76.50591444,15,4977
S3852,3.43321694,-76.51012222,16,5485
S3852,3.43428972,-76.51193278,17,5793
S3852,3.43511333,-76.51420889,18,6183
S3853,3.43511333,-76.51420889,0,0
S3853,3.4365825,-76.51204667,1,342
S3853,3.43564611,-76.50983667,2,716
S3853,3.43347944,-76.50924889,3,965
S3853,3.43294139,-76.50747222,4,1242
S3853,3.43349278,-76.50525611,5,1495
S3853,3.43362111,-76.50309944,6,1748
S3853,3.43267139,-76.50122639,7,1981
S3853,3.43174167,-76.49938944,8,2209
S3853,3.43071944,-76.49654694,9,2812
S3853,3.43156028,-76.49392667,10,3151
S3853,3.43364861,-76.4922125,11,3535
S3853,3.43561667,-76.49226917,12,3800
S3853,3.43726639,-76.49147361,13,4020
S3853,3.43585472,-76.49051861,14,4214
S3853,3.43659556,-76.48925944,15,4395
S3853,3.43722694,-76.48780028,16,4571
S3853,3.44040222,-76.48499111,17,5064
S3853,3.44401861,-76.48342778,18,5841
S3864,3.40371528,-76.50016861,0,0
S3864,3.40089444,-76.50025389,1,377
S3864,3.39846778,-76.50148778,2,679
S3864,3.39962722,-76.50271278,3,882
S3864,3.40086028,-76.50380444,4,1064
S3864,3.40271278,-76.50316056,5,1344
S3864,3.40425806,-76.50146889,6,1598
S3862,3.40371528,-76.50016861,0,0
S3862,3.40089444,-76.50025389,1,377
S3862,3.39846778,-76.50148778,2,679
S3862,3.39962722,-76.50271278,3,882
S3862,3.40086028,-76.50380444,4,1064
S3862,3.40271278,-76.50316056,5,1344
S3862,3.40425806,-76.50146889,6,1598
S3862,3.40649028,-76.50249222,7,1925
S3862,3.40901,-76.50481778,8,2305
S3862,3.41077278,-76.50645083,9,2571
S3862,3.41218306,-76.50776722,10,2785
S3862,3.41427167,-76.5088575,11,3113
S3862,3.41615083,-76.50687306,12,3416
S3862,3.41731944,-76.50596917,13,3587
S3862,3.41871083,-76.50732778,14,3803
S3862,3.42215278,-76.50725972,15,4189
S3862,3.42501472,-76.5057575,16,4562
S3862,3.42643722,-76.50477889,17,4786
S3863,3.42643722,-76.50477889,0,0
