"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"1031","","","53801","37","","","","",""
"1031","","","55004","37","","","","",""
"1031","","","54890","37","","","","",""
"1031","","","55037","38","","","","",""
"1031","","","54920","38","","","","",""
"1031","","","54564","38","","","","",""
"1031","","","53918","38","","","","",""
"1031","","","54965","39","","","","",""
"1031","","","54703","39","","","","",""
"1031","","","54196","39","","","","",""
"1031","","","55074","39","","","","",""
"1030","","","55102","4","","","","",""
"1030","","","55102","4","","","","",""
"1030","","","55102","4","","","","",""
"1030","","","55102","4","","","","",""
"1031","","","54441","40","","","","",""
"1031","","","55004","40","","","","",""
"1031","","","54837","40","","","","",""
"1031","","","55099","40","","","","",""
"1031","","","55037","41","","","","",""
"1031","","","54564","41","","","","",""
"1031","","","54858","41","","","","",""
"1031","","","55108","41","","","","",""
"1031","","","54703","42","","","","",""
"1031","","","54890","42","","","","",""
"1031","","","55112","42","","","","",""
"1031","","","55059","42","","","","",""
"1031","","","55075","43","","","","",""
"1031","","","54920","43","","","","",""
"1031","","","55101","43","","","","",""
"1031","","","54837","43","","","","",""
"1031","","","54965","44","","","","",""
"1031","","","55080","44","","","","",""
"1031","","","55102","44","","","","",""
"1031","","","54858","44","","","","",""
"1031","","","54890","45","","","","",""
"1031","","","55103","45","","","","",""
"1031","","","55100","45","","","","",""
"1031","","","55004","45","","","","",""
"1031","","","54920","46","","","","",""
"1031","","","55108","46","","","","",""
"1031","","","55037","46","","","","",""
"1031","","","55074","47","","","","",""
"1031","","","55112","47","","","","",""
"1031","","","54965","47","","","","",""
"1031","","","55101","48","","","","",""
"1031","","","55099","48","","","","",""
"1031","","","55004","48","","","","",""
"1031","","","55108","49","","","","",""
"1031","","","55102","49","","","","",""
"1031","","","55037","49","","","","",""
"1030","","","55107","5","","","","",""
"1030","","","55107","5","","","","",""
"1030","","","55107","5","","","","",""
"1030","","","55107","5","","","","",""
"1031","","","55112","50","","","","",""
"1031","","","55059","50","","","","",""
"1031","","","55103","50","","","","",""
"1031","","","55075","51","","","","",""
"1031","","","55101","51","","","","",""
"1031","","","55102","52","","","","",""
"1031","","","55080","52","","","","",""
"1031","","","55103","53","","","","",""
"1031","","","55100","53","","","","",""
"1031","","","55108","54","","","","",""
"1031","","","55112","55","","","","",""
"1031","","","55101","56","","","","",""
"1031","","","55102","57","","","","",""
"1031","","","55103","58","","","","",""
"1030","","","55098","6","","","","",""
"1030","","","55097","6","","","","",""
"1030","","","55097","6","","","","",""
"1030","","","55098","6","","","","",""
"1030","","","55070","7","","","","",""
"1030","","","55088","7","","","","",""
"1030","","","55088","7","","","","",""
"1030","","","55070","7","","","","",""
"1030","","","55003","8","","","","",""
"1030","","","55078","8","","","","",""
"1030","","","55003","8","","","","",""
"1030","","","55078","8","","","","",""
"1030","","","54961","9","","","","",""
"1030","","","55067","9","","","","",""
"1030","","","54961","9","","","","",""
"1030","","","55067","9","","","","",""
"1050","","","54959","1","","","","",""
"1050","","","54859","1","","","","",""
"1050","","","54859","1","","","","",""
"1050","","","54859","1","","","","",""
"1050","","","54859","1","","","","",""
"1050","","","54859","1","","","","",""
"1051","","","54030","10","","","","",""
"1050","","","53730","10","","","","",""
"1051","","","53789","10","","","","",""
"1050","","","53730","10","","","","",""
"1050","","","54498","10","","","","",""
"1050","","","54710","10","","","","",""
"1050","","","53392","11","","","","",""
"1051","","","54333","11","","","","",""
"1051","","","53324","11","","","","",""
"1050","","","54618","11","","","","",""
"1051","","","53730","11","","","","",""
"1050","","","53990","11","","","","",""
"1051","","","53958","12","","","","",""
"1051","","","53588","12","","","","",""
"1051","","","53392","12","","","","",""
"1050","","","53878","12","","","","",""
"1051","","","54543","12","","","","",""
"1050","","","54557","12","","","","",""
"1051","","","53958","13","","","","",""
"1051","","","53900","13","","","","",""
"1050","","","53733","13","","","","",""
"1051","","","53588","13","","","","",""
"1051","","","54770","13","","","","",""
"1050","","","54498","13","","","","",""
"1050","","","53990","14","","","","",""
"1050","","","53776","14","","","","",""
"1051","","","53900","14","","","","",""
"1051","","","53941","14","","","","",""
"1051","","","53958","14","","","","",""
"1051","","","54862","14","","","","",""
"1050","","","53878","15","","","","",""
"1050","","","53736","15","","","","",""
"1051","","","54030","15","","","","",""
"1051","","","53900","15","","","","",""
"1051","","","53941","15","","","","",""
"1051","","","53941","16","","","","",""
"1051","","","54333","16","","","","",""
"1050","","","53733","16","","","","",""
"1050","","","53640","16","","","","",""
"1051","","","54030","16","","","","",""
"1051","","","54030","17","","","","",""
"1051","","","54333","17","","","","",""
"1050","","","53579","17","","","","",""
"1050","","","53776","17","","","","",""
"1051","","","54543","17","","","","",""
"1051","","","54333","18","","","","",""
"1051","","","54543","18","","","","",""
"1050","","","53736","18","","","","",""
"1051","","","54770","18","","","","",""
"1050","","","53508","18","","","","",""
"1051","","","54543","19","","","","",""
"1051","","","54815","19","","","","",""
"1050","","","53431","19","","","","",""
"1051","","","54770","19","","","","",""
"1050","","","53640","19","","","","",""
"1050","","","54810","2","","","","",""
"1050","","","54810","2","","","","",""
"1050","","","54810","2","","","","",""
"1050","","","54904","2","","","","",""
"1050","","","54810","2","","","","",""
"1050","","","54810","2","","","","",""
"1051","","","54862","20","","","","",""
"1051","","","54815","20","","","","",""
"1051","","","54770","20","","","","",""
"1050","","","53579","20","","","","",""
"1051","","","53392","20","","","","",""
"1051","","","54862","21","","","","",""
"1051","","","53493","21","","","","",""
"1050","","","53508","21","","","","",""
"1051","","","54815","21","","","","",""
"1051","","","53588","22","","","","",""
"1051","","","54862","22","","","","",""
"1050","","","53431","22","","","","",""
"1051","","","53666","23","","","","",""
"1051","","","53392","23","","","","",""
"1051","","","53493","24","","","","",""
"1051","","","53799","24","","","","",""
"1051","","","53588","25","","","","",""
"1051","","","53883","25","","","","",""
"1051","","","53666","26","","","","",""
"1051","","","53941","26","","","","",""
"1051","","","53799","27","","","","",""
"1051","","","53989","27","","","","",""
"1051","","","54095","28","","","","",""
"1051","","","53883","28","","","","",""
"1051","","","53941","29","","","","",""
"1051","","","54232","29","","","","",""
"1050","","","54760","3","","","","",""
"1050","","","54760","3","","","","",""
"1050","","","54760","3","","","","",""
"1050","","","54911","3","","","","",""
"1050","","","54760","3","","","","",""
"1050","","","54792","3","","","","",""
"1051","","","54095","30","","","","",""
"1051","","","54333","30","","","","",""
"1051","","","54232","31","","","","",""
"1051","","","54389","31","","","","",""
"1051","","","54489","32","","","","",""
"1051","","","54333","32","","","","",""
"1051","","","54389","33","","","","",""
"1051","","","54558","33","","","","",""
"1051","","","54489","34","","","","",""
"1051","","","54621","34","","","","",""
"1051","","","54558","35","","","","",""
"1051","","","54718","35","","","","",""
"1051","","","54770","36","","","","",""
"1051","","","54621","36","","","","",""
"1051","","","54718","37","","","","",""
"1051","","","54815","37","","","","",""
"1051","","","54911","38","","","","",""
"1051","","","54770","38","","","","",""
"1051","","","54899","39","","","","",""
"1051","","","54679","39","","","","",""
"1050","","","54527","4","","","","",""
"1050","","","54527","4","","","","",""
"1050","","","54527","4","","","","",""
"1050","","","54810","4","","","","",""
"1050","","","54746","4","","","","",""
"1050","","","54815","4","","","","",""
"1051","","","54730","40","","","","",""
"1051","","","54815","41","","","","",""
"1051","","","54862","42","","","","",""
"1051","","","54899","43","","","","",""
"1050","","","54527","5","","","","",""
"1050","","","54335","5","","","","",""
"1050","","","54335","5","","","","",""
"1050","","","54681","5","","","","",""
"1050","","","54335","5","","","","",""
"1050","","","54792","5","","","","",""
"1050","","","54108","6","","","","",""
"1050","","","54773","6","","","","",""
"1050","","","54335","6","","","","",""
"1050","","","54760","6","","","","",""
"1050","","","54108","6","","","","",""
"1050","","","54108","6","","","","",""
"1050","","","53820","7","","","","",""
"1050","","","53820","7","","","","",""
"1050","","","54769","7","","","","",""
"1050","","","54108","7","","","","",""
"1050","","","54710","7","","","","",""
"1050","","","53820","7","","","","",""
"1050","","","54792","8","","","","",""
"1050","","","54618","8","","","","",""
"1050","","","52970","8","","","","",""
"1050","","","53820","8","","","","",""
"1050","","","53733","8","","","","",""
"1050","","","53733","8","","","","",""
"1050","","","54557","9","","","","",""
"1050","","","53789","9","","","","",""
"1050","","","53789","9","","","","",""
"1051","","","53750","9","","","","",""
"1050","","","54760","9","","","","",""
"1051","","","53733","9","","","","",""
"1060","","","54869","1","","","","",""
"1060","","","54869","1","","","","",""
"1060","","","54869","1","","","","",""
"1061","","","54357","10","","","","",""
"1060","","","53730","10","","","","",""
"1060","","","53789","10","","","","",""
"1060","","","53730","11","","","","",""
"1061","","","54543","11","","","","",""
"1060","","","53508","11","","","","",""
"1061","","","54725","12","","","","",""
"1060","","","53508","12","","","","",""
"1061","","","53392","12","","","","",""
"1061","","","53392","13","","","","",""
"1061","","","54808","13","","","","",""
"1061","","","53588","13","","","","",""
"1061","","","53900","14","","","","",""
"1061","","","53588","14","","","","",""
"1061","","","54867","14","","","","",""
"1061","","","53900","15","","","","",""
"1061","","","53941","15","","","","",""
"1061","","","53941","16","","","","",""
"1061","","","54095","16","","","","",""
"1061","","","54095","17","","","","",""
"1061","","","54357","17","","","","",""
"1061","","","54543","18","","","","",""
"1061","","","54357","18","","","","",""
"1061","","","54725","19","","","","",""
"1061","","","54543","19","","","","",""
"1060","","","54804","2","","","","",""
"1060","","","54804","2","","","","",""
"1060","","","54804","2","","","","",""
"1061","","","54725","20","","","","",""
"1061","","","54808","20","","","","",""
"1061","","","54867","21","","","","",""
"1061","","","54808","21","","","","",""
"1061","","","54867","22","","","","",""
"1060","","","54727","3","","","","",""
"1060","","","54727","3","","","","",""
"1060","","","54727","3","","","","",""
"1060","","","54527","4","","","","",""
"1060","","","54527","4","","","","",""
"1060","","","54527","4","","","","",""
"1060","","","54335","5","","","","",""
"1060","","","54335","5","","","","",""
"1060","","","54335","5","","","","",""
"1060","","","54108","6","","","","",""
"1060","","","54108","6","","","","",""
"1060","","","54108","6","","","","",""
"1060","","","53820","7","","","","",""
"1060","","","53820","7","","","","",""
"1060","","","53820","7","","","","",""
"1061","","","53750","8","","","","",""
"1060","","","53733","8","","","","",""
"1060","","","52970","8","","","","",""
"1061","","","54095","9","","","","",""
"1060","","","53733","9","","","","",""
"1060","","","53789","9","","","","",""
"1070","","","55011","1","","","","",""
"1070","","","55011","1","","","","",""
"1070","","","55011","1","","","","",""
"1070","","","55011","1","","","","",""
"1070","","","54854","10","","","","",""
"1070","","","54748","10","","","","",""
"1070","","","54582","10","","","","",""
"1070","","","54781","10","","","","",""
"1070","","","54721","11","","","","",""
